,name,skills,category,country,rating,reviews,price
113,Neil Cocker,"['validation', 'Marketing', 'problem discovery', 'customer conversations', 'Growth Marketing', 'Startup', 'Tech', 'Product', 'Pitch Deck']",,United Kingdom,5.0,3.0,
114,Natalie Luneva,"['SaaS', 'Growth', 'Marketing', 'metrics', 'business', 'SEO', 'Content Marketing', 'Content Strategy', 'Entrepreneurship', 'Product Strategy', 'Product Marketing', 'Digital Marketing', 'Growth Marketing']",,United States of America,,,
115,Alex Andronic,"['business intelligence', 'Data Strategy', 'Data visualisation', 'Analytics', 'building Data communities', 'Data Automation', 'Data Analysis']",,United Kingdom,5.0,6.0,
116,Delon Newman,"['JavaScript', 'Ruby on Rails', 'Computer Science', 'Programming Fundamentals', 'Full Stack Development', 'Software Architecture', 'Web Development', 'System Design', 'Software Engineering', 'Backend Engineering', 'Databases', 'Object-Oriented-Programming', 'Functional-Programming', 'Ruby', 'Clojure', 'SQL', 'Software Development', 'Git', 'Agile Development', 'Frontend', 'Backend', 'OOP', 'Data Structures', 'Rails', 'APIs', 'Web Services', 'Data', 'Data Visualization', 'Linux', 'Testing', 'Automation', 'Scripting', 'ES6', 'Systems Integration', 'Distributed Systems', 'Typescript', 'React', 'Test Automation', 'Compilers', 'Programming Languages', 'Lisp', 'Smalltalk', 'C', 'Perl', 'Command Line', 'Leadership']",,United States of America,5.0,2.0,
117,Salman Malik,"['Product Management', 'Agile', 'Strategy', 'Roadmapping', 'Innovation', 'Startup', 'Entrepreneurship', 'Career', 'Leadership', 'Growth', 'Product Design', 'Management', 'Engineering']",,United States of America,5.0,15.0,
118,Fabiano Bernardo,"['Product Design', 'UI/UX', 'Product', 'Strategy', 'Career Development']",,France,4.5,2.0,
119,Morgan Young,"['Agile', 'Business', 'Product', 'Startup', 'Growth', 'SaaS', 'Software', 'Scrum', 'Strategy', 'Product Management']",,United Kingdom,5.0,6.0,
120,Jose Platero,"['Product Management', 'Product Design', 'Product Delivery', 'Agile', 'UX Design', 'Career']",,Canada,5.0,6.0,
121,Anand Safi,"['Technical vision', 'sdlc', 'NodeJS', 'React', 'clean Coding', 'tdd', 'Web Development', 'software Engineering', 'Frontend', 'CSS', 'HTML', 'Technical leadership', 'Stakeholder Management', 'conflict resolution', 'self leadership', 'job finding', 'learning new skills', 'empathy', 'collaboration & communication', 'JavaScript', 'Career Development', 'time management', 'Agile principles', 'leadership', 'projects', 'learning resources', 'github', 'vuejs', 'software testing', 'ci/cd', 'node', 'ReactJS', 'Coding', 'coaching', 'Agile', 'client work', 'getting a job', 'freelancing', 'industry best practice', 'Programming', 'Career']",,Canada,5.0,64.0,
122,Diego Alvarado,"['Productivity', 'Operations', 'Startup', 'Team Building', 'program management', 'Tools', 'Product', 'Founder', 'Coach', 'People Management', 'Lean', 'Project Management', 'Leadership', 'Entrepreneurship', 'Product Management', 'Interview', 'Innovation']",,United States of America,,,
123,Richard Bunkham,"['Interview practice', 'Linkedin Profile Optimisation', 'Career coaching', 'Career Advice', 'Coaching', 'interview', 'Career', 'job hunt', 'Job Search']",,United Kingdom,5.0,2.0,
124,Mariana Pimenta,"['professional coaching', 'leadership', 'distributed Team Management', 'networking', 'influence', 'podcasting', 'executive coaching', 'digital nomad', 'mindfulness', 'Agile Development', 'Team Management', 'change management']",,Spain,,,
125,Itay Forer,"['Bootstrapping', 'Product Market Fit', 'Startup', 'founder', 'Hiring', 'business Strategy', 'Growth & Marketing', 'Fundraising', 'y combinator', 'founder stress', 'advice', 'Entrepreneurship', 'Leadership', 'Startup', 'Career', 'Management', 'Business', 'Business', 'pricing', 'Founder', 'Product', 'Product Management', 'Strategy', 'Career Growth', 'Career Development', 'People Management', 'Marketing', 'Growth', 'Funding', 'Leader', 'Team leadership', 'Business & Management', 'Product Strategy', 'Manager', 'Business Development', 'Business Model', 'business plan']",,United States of America,5.0,13.0,
126,Alessandro Giordani,"['Data Science', 'Machine Learning', 'Artificial Intelligence', 'Consulting', 'Project Management', 'Data Engineering', 'Deep Learning', 'Career Coaching', 'Career', 'Engineering Management']",,Netherlands,5.0,14.0,
127,Sara Malvar,"['Python', 'Data', 'Interview', 'Machine Learning', 'Deep Learning', 'Keras', 'Data Science', 'Artificial Intelligence', 'Tensorflow', 'Career', 'Growth', 'Research', 'Business', 'PyTorch', 'Data Analytics', 'Data Engineering', 'Data visualization']",,United States of America,5.0,34.0,
128,Teodora Blindu,"['Product Design', 'UX Design', 'UI Design', 'UX/UI Design', 'Design Systems', 'Design tools', 'Design leadership', 'App Design', 'Data driven Design', 'Prototyping', 'Design Thinking', 'Design networking', 'Design conferences', 'Design events', 'Design education', 'Design schools', 'senior Designer', 'senior Product Designer', 'Product Design lead', 'UX/UI Design lead', 'Career progression']",,France,5.0,9.0,
129,Sumit Kapoor,"['React', 'JavaScript', 'Algorithms', 'Data Structures', 'C', 'C++', 'Java Spring', 'Golang', 'MonGoDB', 'Python', 'MySQL', 'Full Stack Developer', 'Backend Developer', 'Frontend Developer', 'Frontend', 'JavaScript', 'JavaScript', 'Statistics', 'Jest', 'React Testing Library', 'Backend', 'Typescript', 'GraphQL', 'ApolloClient', 'Coding', 'System Design', 'Resume', 'Data structures', '', 'Growth', '', 'Web Development', '', 'Web Development', '', 'Growth', '', 'Web Development', '']",,India,5.0,30.0,
130,Alan Oberto,"['AWS', 'DevOps', 'Cloud', 'Serverless', 'Containers', 'Kubernetes', 'Development', 'Node.js', 'Microservices', 'Software Architecture', 'Certificactions', 'docker', 'JavaScript', 'aws', 'lambda', 'ecs', 'eks', 'CI/CD', 'node', 'Software Engineering', 'Career', 'Architecture']",,Germany,,,
131,Sachin Khurana,"['Data Engineering', 'Hadoop', 'spark', 'Big Data', 'SQL', 'Python', 'TeraData', 'Dimensional Modeling', 'Data Ingestion', 'ETL', 'Reporting', 'Analytics', 'Tableau', 'ThoughSpot', 'hive', 'BigData', 'Databricks', 'Data']",,United States of America,4.9,22.0,
132,Divya Baid,"['JavaScript', 'Web Development', 'MySQL', 'C++', 'Data Structures', 'ReactJS', 'NodeJS', 'Backend', 'Frontend', 'Coding', 'High level Design', 'Career management', 'Spring Boot', 'Java']",,India,4.8,6.0,
133,Gustavo Imhof,"['customer experience', 'market Research', 'personal finance', 'personal Branding', 'thought leadership', 'Startup', 'public speaking', 'Data vizualisation', 'Career', 'Data Analytics', 'Marketing', 'Leadership', 'Product Management', 'Product Strategy', 'Management']",,United Kingdom,5.0,2.0,
134,Veit Josef Schneider,"['UX Design', 'Wireframing', 'Prototyping', 'Information Architecture', 'User-Centered Design', 'Research', 'Product Design', 'Design Thinking', 'Digital Marketing', 'AI', 'Product Management', 'Design', 'Startup', 'Marketing', 'Project Management', 'Growth', 'Career Growth']",,Germany,,,
135,Priyanka Gyawali,"['iOS', 'Android', 'app Development', 'Swift', 'Java', 'mobile app', 'scrum', 'professional Development', 'Android']",,Australia,5.0,12.0,
136,Paulo Lopes,"['vert.x', 'Reactive Programming', 'opensource', 'webauthn', 'Java', 'Security']",,Netherlands,5.0,3.0,
137,Andrei Gavrila,"['CTO', 'Engineering Management', 'Engineering Leadership', 'Technical Leadership', 'Leadership', 'Product Management', 'Digital Transformation', 'Organizational Development', 'Innovation', 'Growth', 'Startup', 'Strategy', 'Management', 'Software Engineering', 'Change Management', 'Technology', 'Scrum Master', 'Software Development', 'Engineering', 'Software Architecture', 'Software developer']",,Romania,5.0,10.0,
138,Dylan Israel,"['JavaScript', 'Typescript', 'Angular', 'Front End Engineering', 'Unit Testing', 'HTML', 'CSS', 'Web Development', 'Jasmine', 'Clean Code', 'SOLID', 'Frontend', 'React', 'Redux', 'SASS', 'Node', 'Coding', 'OOP', 'Code Reviews', 'JavaScript', 'FAANG', 'Amazon', 'Algorithms', 'Web', 'Entrepreneurship', 'Career', 'Agile', 'Interview', 'Resume', 'Startup', 'a/b testing', 'Growth Hacking', 'product led growth']",,United States of America,5.0,62.0,
139,"Sundeep Teki, PhD","['AI', 'Deep Learning', 'Machine Learning', 'Data Science', 'Research', 'Neuroscience', 'Scientific Writing', 'Blogging', 'Startups', 'Data', 'Natural Language Processing', 'Python', 'Entrepreneurship', 'TensorFlow', 'Writing', 'Content', 'Coaching', 'PyTorch', 'Tensorflow', 'NLP', 'Founder', 'Startup', 'Management', 'Leadership']",,India,4.8,6.0,
140,Renato Mefi,"['Software Architecture', 'software Engineering', 'Engineering management', 'platform Engineering', 'Kafka', 'Apache Kafka']",,Netherlands,5.0,2.0,
141,Matthew Compton-Clark,"['Strategic Planning', 'Business Operations', 'Leadership', 'EdTech', 'Recreation Management', 'Hospitality', 'Market Strategy', 'Risk Management', 'Project Management', 'Technology System Design', 'Systems Design']",,United States of America,,,
142,Liam Atkinson,"['Branding', 'Typography', 'Creative Thinking', 'Art Direction', 'Logo Design', 'Graphic Design', 'Adobe Software', 'Design', 'Leadership', 'UX Design']",,United Kingdom,5.0,11.0,
143,Eric Wagner,"['UX Design', 'Product Design', 'User Experience', 'Design', 'Career Development', 'Portfolio', 'Resume', 'UX', 'UX', 'User Interface', 'Design Thinking', 'Career', 'Interview', 'Coaching']",,United States of America,5.0,3.0,
144,Jason Aiginitis,"['Marketing', 'digital Marketing', 'Google ads', 'Automation', 'SEO', 'Strategy', 'Career advice', 'Startup', 'Entrepreneurship', 'Growth', 'Management', 'Leadership', 'Digital Marketing Strategy', 'Data Analytics', 'Analytics', 'PPC', 'Consulting', 'Public Speaking', 'Paid Ads', 'Advertising', 'Performance Marketing', 'Growth Marketing', 'People Management', 'Senior Leadership', 'Product Management']",,United Kingdom,5.0,15.0,
145,YULIA ARELLANO,"['Business Development', 'Career coach', 'entrepreneurship', 'public speaking', 'Emotional intelligence', 'CV writing', 'Human resources', 'Interview skills', 'Public speaking', 'cv', 'cover letter', 'curriculum', 'personal Branding', 'entrevistas', 'job hunting', 'job search', 'writing', 'Social Media Marketing', 'business Strategy', 'personal Development', 'start up', 'start-ups', 'international', 'Commerce', 'Web', 'Freelance', 'Social Media', 'español', 'english', 'françAIs', 'empleo', 'travAIl', 'emprendimiento', 'mindfulness', 'time management', 'prioritizing', 'life work balance', 'marketing digital', 'Leadership', 'affiliation', 'affiliation marketing', 'Content Marketing', 'Digital Marketing', 'monetize content', 'Blogging']",,France,5.0,13.0,
146,Benjamin Tutin,"['UX', 'UI', 'User testing', 'UI Design', 'Usability testing', 'Prototyping', 'Sketch', 'Axure', 'Design Thinking', 'Design', 'User Experience', 'Web Design', 'UX Design', 'Product Design', 'web']",,Spain,,,
147,Sunny Zhu,"['Marketing Analytics', 'Web Analytics', 'Product Analytics', 'AB Testing/ experimentation', 'Resume Writing', 'Mock Interview', 'Attribution/ MMM', 'Dashboarding', 'Data Analytics', 'Data Science', 'Data', 'Data Structures', 'Statistics', 'Entrepreneurship', 'Business', 'Startup', 'Product Management', 'SQL']",,United States of America,5.0,5.0,
148,Hamid Omidvar,"['AI', 'Machine Learning', 'Deep Learning', 'Data Science', 'Geospatial Data', 'Python', 'Neural Network', 'satellite', 'Keras', 'PyTorch', 'Coding', 'Statistics', 'SQL', 'TensorFlow', 'Linux', 'Algorithms', 'Career', 'Artificial Intelligence', 'Interview', 'AWS', 'Research', 'Data', 'Tensorflow', 'Startup', 'Product Design']",,United Kingdom,5.0,14.0,
149,Reza Fazeli,"['Machine Learning', 'Natural Language Processing', 'Computer Vision', 'Software Engineering', 'Data Engineering', 'Python', 'SQL', 'PyTorch', 'Tensorflow', 'Keras', 'Deep Learning', 'Algorithms', 'Statistics', 'Coding', 'Data Science', 'Career', 'Interview', 'Resume', 'Career Growth', 'Career Development', 'Career Coaching', 'Career Change', 'career advice', 'Career Transition', 'Microservices', 'Git', 'Github', 'Linux', 'Research', 'Engineering', 'Kubernetes', 'Data Analytics', 'Docker', 'Data Structures', 'Artificial Intelligence', 'algorithm', 'System Design', 'Programming', 'Resume Review', 'Coaching', 'AWS', 'Data', 'Data Visualization', 'Database', 'Big Data']",,Canada,5.0,11.0,
150,Darold Davis,"['Product Design', 'UX Design', 'UI Design', 'Web Design']",,United States of America,,,
151,Rubens Cantuni,"['Product', 'ux', 'ui', 'Design', 'Career', 'Strategy', 'portfolio', 'remote', 'Startup', 'UX Design']",,Italy,5.0,2.0,
152,Erik Hanchett,"['JavaScript', 'Vue.js', 'Angular', 'Front End Engineering', 'Typescript', 'Java', 'Node.js', 'Data', 'React', 'Front-End', 'Redux', 'Linux', 'Backend', 'Coding', 'Data Structures', 'Data Structures', 'Entrepreneurship', 'Node', 'Google', 'AWS', 'Amazon', 'FAANG', 'FANG', 'Netflix', 'React.js', 'Facebook', 'Apple', 'Front End', 'Front-End', 'Career', 'HTML', 'SQL', 'Resume']",,United States of America,5.0,27.0,
153,Jeff Solomon,"['Startups', 'entrepreneurship', 'venture capital', 'accelerators', 'pitch decks', 'Fundraising', 'SaaS', 'Growth hacking', 'Sales teams', 'angel investing', 'bootstrapping', 'customer Development', 'SEO', 'Marketing', 'Product Management', 'User Interface', 'Product market fit', 'venture funding', 'content Marketing', 'incubators', 'Project Management', 'enterprise Sales', 'side hustle', 'Growth', 'Startup', 'Design']",,United States of America,5.0,14.0,
154,Dasha Miskevich,"['Interview preparation', 'Career counseling', 'Career Growth', 'job search optimization', 'it recruitment', 'people Development', 'Career', 'resume']",,Netherlands,5.0,2.0,
155,Ayan Sengupta,"['Data Science', 'Machine Learning', 'Deep Learning', 'Reinforcement learning', 'Keras', 'TensorFlow', 'Natural Language Processing', 'Data', 'Coding', 'Career', 'Interview', 'Research', 'Tensorflow', 'Resume', 'NLP']",,Japan,5.0,10.0,
156,Yash Khandor,"['Software Engineering', 'Interviews', 'JavaScript', 'Management', 'AngularJS', 'Angular', 'Project Management', 'Career Development', 'Freelancing', 'Clean Code', 'Agile', 'Communication', 'Coding', 'NodeJS', 'Github', 'Projects', 'Getting a Job', 'Leadership', 'Technical Vision', 'Career', 'System Design', 'Web Development', 'Website Development', 'Interview Prep', 'Data Structure and Algorithms', 'Computer Science', 'Product', 'Project', 'Mathematical Modeling', 'Career Switching', 'Career', 'Software Architecture', 'Coaching', 'Career Coaching', 'SDLC']",,Canada,4.3,15.0,
157,Mic Heyns,"['Data Analytics', 'Presentations', 'Analytics', 'Business Analysis', 'Analysis', 'Storytelling', 'Business Intelligence', 'Soft Skills', 'Networking', 'Stakeholder Management', 'Data Science', 'Career', 'Growth', 'Leadership']",,South Africa,5.0,3.0,
158,Stephen Wang,"['Product Management', 'Product Strategy', 'Strategy', 'customer Research', 'UX', 'Agile', 'Design Thinking', 'Interview', 'Product-market fit', 'Growth', 'roadmap', 'Career', 'coaching', 'Design', 'Startup']",,United States of America,5.0,5.0,
159,Joshua Cohen,"['Leadership', 'Career Change', 'Startup', 'New Manager', 'Sales', 'Networking Strategy', 'Visioning', 'Public Speaking', 'Writing', 'Podcasting']",,United States of America,,,
160,Sina Konz,"['Personal development', 'Coaching', 'Success', 'Scrum', 'Collaboration', 'Agility']",,Germany,,,
161,Darrin Johnson,"['Product Management', 'Product Strategy', 'Product Marketing', 'UX', 'Leadership', 'Management', 'requirements', 'Product lifecycle', 'Design Thinking', 'Career', 'Interview', 'Research', 'Product Management', 'Agile', 'UX Design', 'Growth']",,United States of America,5.0,9.0,
162,Marina Krutchinsky,"['Product Design', 'UX Design', 'Design Thinking', 'information architecture', 'usability testing', 'ux', 'ux Strategy', 'Data-driven Design', 'interaction Design', 'Design', 'Career', 'Interview', 'Leadership', 'Startup', 'Management', 'Team Leadership', 'Team Building', 'Team Management', 'Career Growth', 'Career Coaching', 'Career Development', 'Career Change', 'Career Transition', 'Growth', 'User Experience', 'User Interface', 'User Experience Design', 'User Testing', 'user centered design', 'user interviews', 'UI Design', 'Visual Design', 'Design Systems', 'Design System', 'People Management', 'UX/UI', 'UX & Design', 'UX/UI Design', 'Design Strategy', 'Interviews', 'Interview Preparation', 'interviewing', 'Mock Interviews', 'mock interview', 'Resume', 'Resume Review', 'Portfolio', 'Portfolio Review', 'Communication', 'Presentation Skills', 'Presentation', 'Job Search', 'career advice', 'Career coach', 'career planning', 'Career Guidance', 'Career management']",,United States of America,5.0,16.0,
163,John Lee,"['Data Science', 'Machine Learning', 'Python', 'SQL', 'Deep Learning']",,United States of America,5.0,8.0,
164,Mohammad Takbiri,"['Frontend Development', 'Fullstack Development', 'Productivity', 'Career Growth', 'Immigration', 'React', 'JavaScript', 'Self Development', 'Software Engineering', 'Node', 'JavaScript']",,Netherlands,,,
165,Prashant Mishra,"['Entrepreneur', 'Software Development Process', 'Code Review', 'Software Design Review', 'Startup Technical Advisor', 'DevOps', 'Cloud Infrastructure', 'Operational Excellence', 'Scaling', 'Performance', 'Career Coach in Tech', 'AWS', 'Hiring', 'Bar RAIser', 'Software Quality', 'Finance/Accounting Applications', 'Promotions and Pricing', 'Entrepreneurship', 'Startup', 'Business', 'SQL', 'Linux', 'React', 'JavaScript', 'Java', 'Redux', 'Backend', 'Coding', 'Programming', 'Interviewing', 'Career Counseling', 'Frontend']",,United States of America,4.9,15.0,
166,Tamajit Mukherjee,"['Product Management', 'Data Analytics', 'User Experience', 'User Research', 'Wireframing', 'Product Led Growth', 'App Store Optimization', 'Early stage Startups', 'Fundraising', 'Product Design', 'Product Marketing', 'Product', '']",,India,,,
