,name,skills,category,country,rating,reviews,price
719,Szymon Kopeć,"['Strategy', 'Product Management', 'Product Strategy', 'Paid Propositions', 'Emerging Markets', 'Freemium', 'International Business', 'Data Analytics', 'User Experience', 'Growth']",,Sweden,,,
720,Jonathan Hall,"['Go', 'TDD', 'unit testing', 'refactoring', 'Kubernetes', 'Docker', 'SQL', 'REST', 'MySQL', 'PostgreSQL', 'gRPC', 'CouchDB', 'golang']",,Netherlands,,,
721,Victoria Brown,"['Digital Marketing Strategy', 'communications', 'copywriting', 'Coaching', 'brand strategy', 'Content Marketing', 'Writing', 'Entrepreneurship', 'Social media marketing', 'Blogging', 'Marketing', 'media', 'Growth']",,United Kingdom,,,
722,Vladimir Baranov,"['Coaching', 'Entrepreneurship', 'Leadership', 'Career Growth', 'Engineering Management', 'Startup', 'Management', 'Engineering', 'Software Engineering']",,United States of America,5.0,5.0,
723,Ian Grabill,"['software Design', 'Prototyping', 'SaaS Products', 'Hiring', 'team building', 'Ruby on Rails', 'Heroku', 'Shopify', 'Shopify Apps', 'business Strategy', 'entrepreneur', 'software engineer', 'Startup', 'Product Management', 'Start up']",,United States of America,5.0,3.0,
724,Camilla C,"['Prototyping', 'interaction Design', 'Figma', 'user Research', 'Branding', 'Product Design', 'portfolio', 'UI Design', 'UX Design']",,Netherlands,,,
725,Nabil Alsharif,"['Software Engineering', 'Software Architecture', 'Information Security', 'Leadership', 'Java', 'scala', 'Hadoop', 'AWS']",,United States of America,,,
726,Francesco Marchesani,"['Cybersecurity', 'Cloud', 'Google Cloud', 'Career Growth', 'Interview', 'Information Security', 'Security', 'compliance', 'Business']",,Italy,,,
727,Theone Johnson,"['Ethics', 'Usability testing', 'qualitative research', 'Design Thinking', 'Presentation Skills', 'Resume Review', 'Strategic planning', 'Product Strategy', 'Stakeholder Management', 'communicating with executives', 'Roadmapping', 'UX Design', 'Product Management', 'Leadership']",,United Kingdom,,,
728,Josh Wang,"['python', 'Data Engineering', 'Resume', 'Technical Interviews', 'Software Engineering', 'Career Development', 'Career Coaching', 'Job Search', 'Entrepreneurship', 'Startup']",,United States of America,,,
729,Afonso Matos,"['JavaScript', 'Startup', 'CTO', 'Entrepreneurship', 'Software Engineering', 'MVP']",,Portugal,,,
730,Silvina Couto,"['User Experience', 'Strategy', 'Innovation', 'Product Design', 'Service Design', 'Research', 'Consulting', 'Portfolio', 'Career']",,United Kingdom,,,
731,Samantha Freeman,"['Photoshop', 'Video editing', 'Content Marketing', 'Content Strategy', 'Content creation', 'Videography', 'Social media marketing', 'Social Media']",,United Kingdom,,,
732,Mingda Tang,"['Teaching', 'Interaction Design', 'Data Visualization', 'motivational speaking', 'Portfolio Review', 'career advice', 'UX Design', 'weight loss', 'powerlifting', 'strength training', 'UX Research', 'Product Design', 'UI Design']",,United States of America,,,
733,Alexander Rausch,"['Fundraising', 'Strategy', 'Operations', 'Technology', 'Scaling', 'Numbers', 'Business intelligence', 'Finance', 'eCommerce', 'SaaS', 'Startup', 'Growth']",,Germany,,,
734,Chris Dyer,"['Culture', 'remote work', 'Leadership', 'Public Speaking', 'Marketing', 'Scale', 'hybrid work', 'Team Building', 'Communication', 'Strategy', 'Management', 'Growth']",,United States of America,,,
735,Richard Dykes,"['Design sprint', 'UX Design', 'Artificial Intelligence', 'AI', 'digital Product', 'prototype', 'mvp', 'Product Design', 'creative director', 'Product management', 'Startup', 'Design']",,Netherlands,5.0,7.0,
736,Andrew Tsui,"['Product Management', 'Growth', 'OKR', 'Product Led Growth', 'Management', 'Leadership']",,United States of America,,,
737,Marco Poliafico,"['Strategy', 'business model', 'Decision making', 'leadership', 'pitch coach', 'Project Management', 'process management', 'cash flow', 'Public speaking', 'Renewable energy', 'Sustainable Hotels']",,United Kingdom,,,
738,Melissa McGrath,"['Job Search', 'Portfolio', 'UX Design', 'UX Research', 'Interviews', 'Career Coaching', 'Interview', 'Coaching', 'Product Design']",,United States of America,,,
739,Tayfun öneş,"['Team Leadership', 'Management', 'communication skills', 'Strategy', 'Entrepreneurship', 'Sales', 'Negotiation', 'Career Coaching', 'Mentorship', 'Career Growth', 'Engineering', 'Startup', 'Leadership']",,Romania,,,
740,Mike Rocha,"['SaaS', 'mvp', 'Product', 'Backend', 'ux', 'Product-market fit', 'scalability', 'SQL', 'AWS', 'Coding', 'Product Management', 'MySQL', 'devops', 'JavaScript', 'UX Design', 'Startup', 'React', 'Web Development', 'Digital Marketing']",,Canada,,,
741,vaibhav wankar,"['frontend development', 'backend development', 'Full Stack', 'Career coach', 'Mock Interviews', 'Data Structures', 'Algorithms']",,Netherlands,,,
742,Sung Won Chung,"['dbt', 'Python', 'SQL', 'airflow', 'Terraform', 'Blogging', 'Snowflake', 'Open Source', 'Career', 'Career Growth', 'DevOps', 'Data Analytics', 'Data Engineering', 'Cloud', 'Interview', 'Product Strategy']",,United States of America,4.9,12.0,
743,Animesh Chakraborty,"['Java', 'AWS', 'Microservices', 'Distributed Systems', 'Scaling', 'problem solving']",,Canada,,,
744,Bruno Gallozzi,"['Database', 'Data Warehouse', 'Data Analyst', 'Business Intelligence', 'Microsoft Power BI', 'Tableau', 'Business Objects', 'SQL', 'SQL Server', 'Integration Services', 'Analysis Services', 'Data', 'Data Analytics', 'Data Engineering']",,Italy,,,
745,Kristian Davila,"['User Experience', 'user centered design', 'Program Management', 'Business Development', 'Coaching', 'Mentorship', 'Mixed Reality', 'Augmented reality', 'VR', 'Video Game Development']",,United States of America,,,
746,Tigran Hakobyan,"['software Engineering', 'System Design', 'cross-functional leadership', 'Python', 'SRE', 'Developer tools', 'CI/CD', 'Infrastructure Engineering', 'Developer Productivity', 'Audience Building', 'Getting Promotions', 'Startups', 'entrepreneurship']",,United States of America,,,
747,Matias Insaurralde,"['Golang', 'Go', 'Redis', 'MonGoDB', 'NodeJS', 'Python']",,Paraguay,5.0,2.0,
748,Ben Shan,"['Product Management', 'Product Development', 'Software Architecture']",,United States of America,,,
749,Natalie Skvortsova,"['Product Strategy', 'Product leadership', 'Go To Market', 'Operations', 'Leadership', 'Growth', 'Coaching', 'Career Development', 'Business Development', 'Product Management', 'Startup', 'Management']",,United Kingdom,,,
750,Elliot Stern,"['Data Science', 'Neural Networks', 'XGBoost', 'Web Scraping', 'Regression', 'Computer Vision', 'Sports Analytics', 'Statistics', 'Data Vizualization', 'Pose Detection', 'sports', 'Machine Learning', 'Data', 'Data Analytics', 'Data Structures', 'SQL', 'Algorithms', 'Data Analysis']",,United States of America,5.0,6.0,
751,Addy Radwan,"['C++', 'Algorithms', 'FAANG', 'Data Structures', 'Java', 'Coding', 'Programming', 'Interview', 'Career', 'Git', 'System Design', 'Distributed Systems', 'Natural Language Processing', 'Elasticsearch', 'Career Development', 'Career Growth', 'Interviews', 'JavaScript', 'Microservices', 'Design System', 'SRE', 'Typescript', 'spring', 'problem solving', 'React', 'Agile', 'Security Engineering', 'Privacy', 'Functional Programming', 'Product Design', 'Negotiation', 'Software Architecture', 'Amazon', 'Microsoft', 'facebook', 'Google', 'Machine Learning', 'Product Management', 'Software Engineering', 'Mentorship', 'Interview Preparation', 'Django', 'Software Development', 'software', 'Software developer', 'Marketing', 'Python', 'Growth', 'Startup']",,United Kingdom,5.0,15.0,
752,Lea Skrinjar,"['Product Management', 'Product Strategy', 'Information architecture', 'User Experience', 'Design Strategy', 'Lean ux', 'Lean startup', 'Design Thinking', 'Ux mentor', 'User Research', 'Startup', 'Product Design', 'Interaction Design', 'Service Design', 'UX Design', 'Prototyping', 'MVP', 'User Testing']",,Serbia,,,
753,Derek Wood,"['Web Development', 'Web Design', 'html', 'Accessibility', 'CSS', 'Design Systems', 'JavaScript', 'UX Design', 'Interface Design', 'Team Building', 'Team Leadership', 'Vue', 'PHP', 'Wordpress', 'Content Management Systems', 'Vector Graphics', 'GSAP', 'Responsive Design', 'Web Application Design']",,United States of America,,,
754,David Adamo,"['Python', 'Backend', 'Software Architecture', 'Ruby', 'Technical Interviews', 'Coding', 'Web', 'Resume Review', 'Code Review']",,United States of America,5.0,5.0,
755,Leticia Mendonça,"['ux design', 'ui design', 'usability', 'product design', 'prototyping', 'user flow', 'wireframes', 'product discovery', 'startup', 'ux strategy', 'design review', 'portfolio review', 'app critique', 'Design', 'Web Design', 'Interaction Design', 'UX/UI', 'UX & Design', 'UX/UI Design', 'Portfolio', 'Journey Mapping', 'User Experience', 'Product Strategy', 'App', 'App Design', 'mobile apps', 'Figma', 'sketch', 'onboarding', 'accessibility']",,Brazil,,,
756,Sachin Khurana,"['Data Engineering', 'Hadoop', 'spark', 'Big Data', 'SQL', 'Python', 'TeraData', 'Dimensional Modeling', 'Data Ingestion', 'ETL', 'Reporting', 'Analytics', 'Tableau', 'ThoughSpot', 'hive', 'BigData', 'Databricks', 'Data']",,United States of America,4.9,22.0,
757,John Hartley,"['Management', 'Hiring', 'Performance Management', 'Strategy', 'Business & Management', 'Career Growth', 'Engineering', 'Engineering Management', 'process improvement', 'Stakeholder Management', 'Leadership']",,United States of America,,,
758,nathan holland,"['Software Engineering', 'Kotlin', 'Java', 'Ruby', 'React', 'Software Architecture', 'Leadership', 'Management', 'Product Management', 'Architecture', 'JavaScript']",,Finland,,,
759,Adam Salim,"['Venture Capital', 'Esports', 'Startups', 'Fundraising', 'Business Development', 'Partnerships', 'Community', 'Management', 'Marketing', 'Entrepreneurship', 'Startup', 'Gaming', 'Scale', 'Growth', 'Leadership', 'Sponsorship', 'Private Equity', 'Founder', 'Business', 'Product Management', 'Engineering', 'Career']",,United States of America,,,
760,Damilola Oduronbi,"['NodeJS', 'JavaScript', 'HTML', 'CSS', 'ReactJS', 'Agile', 'Web Development', 'node', 'Programming']",,United Kingdom,5.0,4.0,
761,Aziz Mamatov,"['Data Science', 'Data Analytics', 'Management', 'Python', 'SQL', 'Tableau', 'AB Testing', 'Interview', 'FAANG']",,United States of America,,,
762,Steve Karmeinksy,"['Strategy', 'vision', 'communication', 'commercialisation', 'hard questions']",,United Kingdom,,,
763,Khaled Abdelhady,"['Engineering Management', 'Programming', 'Software Engineering', 'Engineering Leadership', 'Cloud', 'AWS', 'Azure', 'Career Growth', 'Engineering']",,United States of America,,,
764,Anoop Kumar,"['Business Development', 'Product Management', 'Partnerships', 'Career Growth']",,United States of America,,,
765,Sarah Ait-Ameur,"['Entrepreneurship', 'Consulting', 'Project Management', 'Fundraising', 'Startup', 'Strategy', 'Growth', 'Marketing']",,France,,,
766,Francesco Di Stefano,"['Elasticsearch', 'Data Analytics', 'Data Science', 'Azure', 'Software Architecture', 'Cloud Architecture', 'Goal setting', 'Cybersecurity', 'Career', 'Machine Learning']",,Italy,,,
767,Sri Gogineni,"['Hardware', 'Startups', 'Software', 'Optimization', 'Product Management']",,United States of America,,,
768,Shahzeb Naveed,"['Data Science', 'Machine Learning', 'Deep Learning', 'Python', 'SQL', 'power BI', 'Tableau', 'MLops', 'Big Data', 'Spark', 'Distributed Systems', 'Data Engineering', 'Cloud', 'Coding', 'Azure', 'GCP', 'Git']",,Canada,,,
769,Nuno Coração,"['Product', 'Product Management', 'Product Strategy', 'Jobs to be done', 'APIs', 'SaaS', 'Interview', 'Career Management', 'CV', 'resume', 'Group Product Manager', 'Staff Product Manager', 'Product Development', 'Strategy', 'Startup', 'Growth', 'Product Design', 'Career', 'Start up', 'UX Design']",,Portugal,5.0,8.0,
770,Gopal Sahu,"['Data Engineering', 'SQL', 'Spark', 'Data Analytics', 'Data Science', 'Machine Learning', 'AWS', 'Data', 'Data Structures', 'Data Analysis', 'Algorithms', 'Data Visualization', 'Linux', 'Statistics', 'DB', 'MySQL', 'Database', 'Postgresql', 'databases', 'Big Data', 'Information Architecture', 'NoSql', 'Data analyst', 'data structure', 'Data visualisation', 'Engineering & Data']",,India,,,
771,Teodora Blindu,"['Product Design', 'UX Design', 'UI Design', 'UX/UI Design', 'Design Systems', 'Design tools', 'Design leadership', 'App Design', 'Data driven Design', 'Prototyping', 'Design Thinking', 'Design networking', 'Design conferences', 'Design events', 'Design education', 'Design schools', 'senior Designer', 'senior Product Designer', 'Product Design lead', 'UX/UI Design lead', 'Career progression']",,France,5.0,9.0,
772,SOON JU KIM,"['Data Analysis', 'Career Growth', 'Career Development', 'Product Strategy', 'Growth Marketing', 'Startup', 'Data Science', 'Management', 'Digital Marketing', 'Innovation', 'Interview', 'Research', 'Business & Management', 'Strategy', 'Product Marketing', 'UX Design', 'Leadership']",,United States of America,,,
773,Payam Ghassemi,"['robotics', 'optimization', 'control', 'Artificial Intelligence', 'Programming', 'leadership', 'higher education', 'presentation', 'debugging', 'Python', 'Machine Learning', 'C++', 'Matlab', 'Control', 'ROS', 'AlGorithm', 'Bayesian Optimization', 'Multi-Robot Systems']",,United States of America,5.0,6.0,
774,Abhishek Jakhar,"['JavaScript', 'React', 'CSS', 'Frontend', 'Web Development', 'Product Development', 'HTML', 'Coding', 'Consulting', 'Github', 'Career', 'Programming', 'Testing', 'Software', 'Web', 'Innovation', 'Resume', 'Design', 'User Experience', 'Growth', 'Typescript', 'Frontend Interviews', 'Interview', 'Software Engineering', 'UX Design', 'Architecture', 'Product Management', 'Product Design', 'Marketing', 'Product Strategy', 'Web Design', 'Career coach', 'Interviews', 'Interview Preparation', 'Leadership', 'Management', 'Startup', 'Next.js', 'NextJS', 'Coaching', 'Roadmap']",,India,5.0,57.0,
775,Chris Watson,"['Product Management', 'Product Strategy', 'UX Design', 'Startup', 'Digital Marketing', 'Product Design', 'Design Thinking', 'Branding', 'Strategy', 'Design']",,United Kingdom,,,
776,Garrett Jestice,"['Go To Market', 'GTM', 'Marketing', 'Marketing Strategy', 'Product Marketing', 'Digital Marketing', 'Content Marketing', 'Positioning', 'Leadership', 'Business Operations', 'Startup']",,United States of America,,,
777,Alexious Ross,"['UX Design', 'UX/UI', 'UX Research', 'User Experience', 'User Testing', 'user centered design', 'Usability testing', 'Design', 'Figma', 'Web Development', 'Product Design', 'UI Design', 'Project Management', 'Product Management']",,United States of America,,,
778,Obieze Amukamara,"['Product Strategy', 'Product Development', 'Product Marketing', 'Startup', 'Business Strategy', 'Business Model', 'User Experience', 'User Testing', 'Innovation', 'Conversion Rate Optimization', 'Feedback', 'Entrepreneurship', 'onboarding', 'Growth', 'Marketing', 'Product Management']",,Germany,,,
779,Albert Mai,"['SEO', 'Growth Marketing', 'Growth Hacking', 'Data Analytics', 'Marketing Automation', 'Performance Marketing', 'Google Ads', 'Facebook Ads', 'Product Analytics']",,Australia,,,
780,Kevin Cunningham,"['JavaScript', 'Typescript', 'NodeJS', 'React', 'next.js', 'headless', 'JAMStack', 'Serverless Functions', 'Python', 'PHP', 'Frontend', 'Backend']",,United Kingdom,4.0,2.0,
781,Shiyao Chen,"['UX Design', 'UX Research', 'UX Strategy', 'Portfolio', 'Interaction Design', 'Interview', 'Product Design', 'Product Strategy', 'User Experience', 'Design Thinking', 'Leadership', 'UI Design', 'Design', 'Career', 'Data', 'Growth', 'designer', 'Web Design', 'User Interface']",,United States of America,,,
782,James Cook,"['User Experience', 'UX Design', 'UX & Design', 'UX Strategy', 'Design', 'User Centred Design', 'Activity Centred Design', 'Product Design', 'UI Design', 'Information Architecture', 'Usability', 'Product Management', 'Design Thinking']",,Singapore,,,
783,Vicky Smith,"['Email Marketing', 'eCommerce', 'copywriting', 'Marketing', 'Product Marketing', 'Strategy']",,United Kingdom,,,
784,Estella Choi,"['M&A', 'Big4', 'Leadership', 'Startup', 'Career', 'Management', 'Accounting', 'Interview', 'Resume', 'Career Coaching']",,Australia,,,
785,Shaniqua D,"['UX Design', 'Product Design', 'Graphic Design', 'Career Growth', 'UI Design', 'Career Development', 'UX Research', 'Career']",,United States of America,,,
786,Carolin Desirée Toepfer,"['Cybersecurity', 'Cyber Security', 'Data Protection', 'EU GDPR', 'Entrepreneurship', 'Bootstrapping', 'Content Marketing', 'Online Courses', 'Course Creation', 'Use Social Media securely', 'Startup', 'Marketing', 'Start up', 'Digital Marketing']",,Austria,,,
787,Annie Hall,"['UX Design', 'Product Design', 'UI Design', 'UX/UI', 'Motion Design', 'Figma', 'Prototyping', 'Design Thinking', 'Design']",,United States of America,,,
788,Craig Strong,"['Management', 'Product', 'Product Management', 'Product Strategy', 'Business & Management', 'Agile', 'Product Lifeycle', 'Product Taxonomies', 'Product Development', 'lean', 'Business Model', 'Product Roadmap', 'Product Discovery', 'enterprise', 'Startup', 'Stakeholder Management', 'Leadership', 'Product leadership', 'Team Leadership', 'Business Strategy', 'People Management', 'Career Coaching', 'Career Growth', 'career advice', 'Innovation', 'C-Suite', 'Strategy', 'Growth', 'Operations', 'Business Operations']",,United Kingdom,,,
789,Karlie Jessop,"['Go To Market', 'GTM', 'Sales', 'enterprise sales', 'Coaching', 'Lead Generation', 'Business Development', 'Strategy', 'Career Growth', 'Marketing Strategy', 'B2B', 'Startup', 'Entrepreneurship', 'Product Market Fit', 'Leadership']",,United States of America,,,
790,Mourjo Sen,"['Distributed systems', 'Java', 'Clojure', 'SQL', 'Data Engineering', 'Backend Engineering', 'Databases', 'AWS', 'Programming']",,India,,,
791,Philo Hermans,"['Development', 'Programming', 'personal Development', 'Team Management', 'nlp', 'coaching', 'HR', 'recruitment', 'personal Branding', 'Tech', 'IT due diligences', 'Web Development', 'Career']",,Netherlands,,,
792,Chris Honey,"['Product Management', 'Product Strategy', 'User Research', 'Communication', 'Stakeholder Management']",,Spain,,,
793,Chet Lamba,"['Product Management', 'Technology', 'Software Development', 'User Experience', 'UI Designs', 'Quality Assurance', 'React', 'iOS Development', 'Android Development', 'Backend Development', 'UX Design', 'UI Design', 'Management', 'Startup', 'Tech', 'Product Design', 'Product Strategy', 'Product Development', 'Software Engineering', 'PHP', 'Swift', 'Kotlin', 'ReactJS', 'Web Development', 'mobile apps', 'App Design', 'app development', 'Product Roadmap', 'Roadmapping', 'Software Architecture', 'Android', 'JavaScript', 'Leadership', 'Engineering', 'Business', 'Marketing']",,Canada,,,
794,Brendan Healy,"['Operations', 'Manufacturing', 'Supply Chain', 'Project Management', 'Lean Six Sigma', 'Business']",,Australia,,,
795,Marty Wightman,"['marketing', 'Digital Marketing', 'Growth Marketing', 'Business Development', 'Business Strategy', 'Online Marketing', 'Acquisition', 'entrepreneur', 'Startup', 'Growth']",,United Kingdom,,,
796,Jess Dato,"['Strategy', 'Business Operations', 'Startup', 'Growth', 'Career', 'Coaching', 'Career Growth']",,United States of America,,,
797,Tristan Pelloux,"['Strategy', 'Strategic planning', 'Finance', 'Growth', 'Fundraising', 'Operations', 'Business Development', 'Product Strategy']",,Spain,,,
798,Conner Hasbrouck,"['Frontend', 'CSS', 'UX Design', 'tailwind', 'JavaScript', 'Vuejs', 'UI Design', 'HTML', 'Animation']",,United States of America,5.0,3.0,
799,Ludovico Bessi 🇨🇭,"['Machine Learning', 'Statistics', 'System Design', 'Software Architecture', 'Software Engineering']",,Switzerland,5.0,16.0,
800,Makarand Deshmukh,"['Career', 'Leadership', 'Full Stack', 'Career Growth', 'backend development', 'Front-end development', 'Coding', 'Distributed Systems', 'AWS', 'Startup', 'Interview', 'Cybersecurity', 'MVP', 'Product Strategy', 'Software Architecture', 'Management', 'Software Engineering', 'Engineering', 'Programming']",,United States of America,,,
801,Francisco Troiano,"['Entrepreneurship', 'SaaS', 'Sales', 'Internationalization', 'Startup', 'time management', 'Life Coaching', 'parenting', 'Contact Centers', 'Design Thinking', 'Leadership', 'solopreneuship', 'expansion', 'enterprise sales', 'B2B', 'Business Analysis', 'Business Strategy', 'Strategy', 'problem solving', 'Planning', 'Strategic planning', 'Strategic thinking', 'relationships', 'Management', 'Product Management', 'Business Development']",,United States of America,,,
802,Daniel Kong,"['Mobile development', 'iOS', 'Swift', 'Career Growth', 'Career', 'Mobile Design', 'App Design', 'Career Coaching', 'Interviews', 'Interview Preparation', 'Coaching', 'Career Development', 'Interview']",,United States of America,5.0,4.0,
803,Kyle d'Oliveira,"['Ruby', 'Ruby on Rails', 'Redis', 'Postgresql', 'Architecture', 'Software Engineering', 'Scaling']",,Canada,,,
804,Dan Carino,"['Product Design', 'UX', 'UX Design', 'Career', 'Interview', 'Portfolio', 'Coaching']",,Sweden,,,
805,Taiwo Oyeniyi,"['React', 'JavaScript', 'Rails', 'Ruby', 'Ruby on Rails', 'Nextjs', 'NodeJS', 'Node', 'Postgresql', 'MySQL', 'databases', 'jQuery', 'Redux']",,United States of America,5.0,3.0,
806,Joseph Quattrone,"['Java', 'JavaScript', 'Data Structures', 'Job Search', 'Kotlin', 'Career Growth', 'GraphQL', 'AWS', 'spring', 'Spring boot', 'React', 'Software Engineering', 'Career Coaching']",,United States of America,,,
807,David Garcia Casas,"['Interview', 'Business Analysis', 'Product Management', 'Career Development', 'Career Coaching', 'Business Model', 'Program Management', 'Project Management', 'Product Strategy', 'Product Design', 'Strategic planning', 'Resource allocation', 'Startup', 'Growth']",,Spain,,,
808,Aiswarya Sankar,"['Natural Language Processing', 'Artificial Intelligence', 'Backend', 'Scaling', 'AWS', 'Golang', 'Algorithms']",,United States of America,,,
809,Abdulla Alshahri,"['Product Management', 'MVP', 'Business Development', 'Strategy', 'Discovery', 'Startup', 'UX Design', 'Growth', 'Product Design']",,Germany,5.0,3.0,
810,Alessandro Giordani,"['Data Science', 'Machine Learning', 'Artificial Intelligence', 'Consulting', 'Project Management', 'Data Engineering', 'Deep Learning', 'Career Coaching', 'Career', 'Engineering Management']",,Netherlands,5.0,14.0,
811,RUGVED VAIDYA,"['Software Architect', 'Software Developer', 'Cloud Architect', 'Microservices', 'software programmer', 'system architect', 'interview', 'leadership', 'Web Development', 'Immigration']",,United States of America,,,
812,Angelina Ranai Adedapo,"['Payments', 'FinTech', 'Innovation', 'Payment Solutions', 'Data', 'Analytics', 'Product Management']",,United Kingdom,,,
813,Won You,"['Product Design', 'Design leadership', 'ux/UI Design', 'Design systems', 'rapid Prototyping', 'Design sprints', 'DesignOps', 'UX Design', 'UI Design', 'Web Design']",,United States of America,5.0,6.0,
814,Benjamin Kaiser,"['JavaScript', 'React', 'NodeJS', 'Frontend', 'Web Development', 'Typescript', 'software Engineering', 'business', 'git']",,Australia,5.0,18.0,
815,Gus Bartholomew,"['Growth Strategy', 'Pricing', 'Co-Founder Conflict', 'Product Led Growth', 'SaaS']",,United Kingdom,,,
816,Colwyn Sayers,"['Engineering Leadership', 'Engineering Management', 'Product Development', 'professional development', 'Product Strategy', 'communication skills', 'Presentation Skills', 'Leadership', 'Product Cost', 'Cost Modelling', 'Technical Presentations']",,United States of America,,,
817,AMINE GHERBI,"['Deep Learning', 'Machine Learning', 'Data Science', 'Computer Vision', 'Python', 'SQL', 'Data Analysis', 'Git', 'R&D']",,France,,,
818,Lukas Rudrof,"['WebDesign', 'UI/UX', 'Website', 'Webflow', 'UI', 'UX', 'User Experience']",,Germany,,,
819,Yiqing Fan,"['Management', 'Engineering Management', 'Technical Leadership', 'Hiring', 'Performance Management', 'Recruiting', 'Talent Development', 'Software Development', 'Product Management', 'Project Management', 'Planning', 'Strategic Leadership', 'Executive Management', 'Career Development', 'Online Services', 'Cloud Computing', 'Leadership', 'Product Development', 'Startup', 'Entrepreneurship', 'Founder', 'Agile', 'Interview', 'Resume', 'Amazon']",,United States of America,4.8,6.0,
820,Melissa Lang,"['Engineering Management', 'Scrum', 'Scrum Master', 'Agile', 'agile coach', 'Agile Development', 'Team Leadership', 'Team Building', 'Team Management', 'Product Management', 'OKR', 'Communication', 'operational excellence', 'Scaling teams', 'Organisation Design']",,Spain,,,
821,Eleanor Thomas,"['Python', 'Data Science', 'SQL', 'Machine Learning', 'Data Analytics', 'Data Engineering', 'Data']",,United States of America,4.7,3.0,
822,Miklos Philips,"['UX', 'UI', 'Product Design', 'Portfolio Review', 'Career Advice', 'Interview Prep', 'UX Research', 'Design Process', 'Design Thinking', 'Design', 'UX Design', 'UI Design', 'Web Design', 'Graphic Design']",,United Kingdom,5.0,8.0,
823,Pete Codes,"['Social media marketing', 'Email Marketing', 'SEO', 'Blogging', 'Marketing', 'Digital Marketing']",,United Kingdom,,,
824,Ian Johnson,"['Product Management', 'Product Strategy', 'User Research', 'Strategy', 'Startup']",,United States of America,,,
825,Swayam Shah,"['Blockchain', 'Cryptocurrency', 'Ecosystem Design', 'Token Engineering', 'Strategy', 'Growth', 'Product Design']",,Netherlands,5.0,4.0,
826,Arvand Alviri,"['User Experience', 'User Research', 'User Interface', 'User Testing', 'User Experience Design', 'Usability testing', 'Product Design', 'Product Strategy', 'Freelancing', 'UX Design', 'UI Design', 'UX Research', 'Product', 'Product Management']",,Canada,,,
827,"Sundeep Teki, PhD","['AI', 'Deep Learning', 'Machine Learning', 'Data Science', 'Research', 'Neuroscience', 'Scientific Writing', 'Blogging', 'Startups', 'Data', 'Natural Language Processing', 'Python', 'Entrepreneurship', 'TensorFlow', 'Writing', 'Content', 'Coaching', 'PyTorch', 'Tensorflow', 'NLP', 'Founder', 'Startup', 'Management', 'Leadership']",,India,4.8,6.0,
828,Darinka Burovska,"['Product Management', 'Product Strategy', 'Product Development', 'Entrepreneurship', 'product discovery', 'User Research', 'Customer development', 'customer experience', 'MVP', 'product vision', 'Startup', 'Product Design']",,Germany,,,
829,Shweta Dua,"['Product Management', 'Product Design', 'Product Roadmap', 'Data Analytics', 'metrics', 'product vision', 'Product Strategy', 'Leadership', 'Scale', 'Business Analysis', 'product discovery', 'Market Research', 'User Experience', 'User Research', 'customer experience', 'Interview Preparation', 'Mock Interviews', 'Resume Review', 'Management', 'Artificial Intelligence']",,Germany,,,
830,Tafana Caesar,"['Product Manager', 'Product Management', 'Data Analysis', 'Python', 'SQL', 'Stakeholder Management', 'Product Roadmap', 'Product Strategy', 'Finance', 'SaaS', 'FinTech']",,United Kingdom,,,
831,Mamal Poladia,"['Product Development', 'Interview', 'Personal Finance', 'Career', 'Java', 'Web Development', 'Interview Preparation', 'Personal Branding', 'Communication', 'Software Engineering', 'Leadership', 'Soft Skills', 'Coding', 'Interviewing', 'Growth', 'Programming', 'Management', 'Engineering', 'Startup']",,United States of America,5.0,3.0,
832,QuinnLi O'Shea,"['Product Strategy', 'User Research', 'Growth', 'Team Management', 'Design Thinking', 'experimentation', 'Product Management']",,United States of America,5.0,2.0,
833,Aakarshit Mehra,"['Product Management', 'Manager', 'Management', 'Data Science', 'payments', 'FinTech', 'Growth', 'Amazon', 'Tech', 'Strategy', 'Leadership']",,United Kingdom,,,
834,JEREMY DOS SANTOS,"['Product Strategy', 'User Research', 'UX Research', 'Market Research', 'Leadership', 'Product Development', 'UX Design']",,Spain,,,
835,Walter Lee,"['Product', 'roadmap', 'scrum', 'Agile', 'prioritization', 'interviewing', 'customer Development', 'Analytics', 'Startup', 'Product manager', 'Product Management', 'finTech', 'B2B', 'B2C', 'SaaS', 'stock options']",,United States of America,5.0,12.0,
836,Lyubomir Mateev 🇧🇬 (Lupo),"['UX Design', 'UX Strategy', 'UX/UI', 'Leadership', 'Team Leadership', 'Presentation Skills', 'Resume', 'CV review', 'Portfolio Review', 'LinkedIn', 'Goal setting', 'Product Design', 'Career']",,Bulgaria,,,
837,Shelby Corbella,"['Design systems', 'UI/UX', 'Product Design', 'start-up life', 'user Research', 'lo-fi', 'Startup', 'Design', 'UX', 'Career advice', 'portfolio review', 'interview prep', 'remote work', 'contract work', 'full-time employment', 'women in Tech', 'UI Design', 'edTech', 'coaching', 'BIPOC', 'Career transition', 'Goal setting', 'UI', 'Career Development', 'working in Tech', 'User Experience', 'User Interface', 'UX Design', 'Career', 'Interview', 'salary negotiation']",,United States of America,5.0,23.0,
838,Andriy Malenkov,"['product vision', 'Product Strategy', 'experimentation', 'ideation', 'Agile Development', 'Roadmapping', 'prioritization', 'Goal setting', 'Product Management', 'Product Development', 'Product']",,Germany,,,
